Número do empenho;Ano de exercício;Categoria do empenho;Data do empenho;Histórico do empenho;Valor do empenho;Valor liquidado R$;Valor pago R$
 5176; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 1.247,14; R$ 1.247,14; R$ 1.247,14
 5175; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 863,88; R$ 863,88; R$ 863,88
 5174; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 65.886,97; R$ 65.886,97; R$ 65.886,97
 5173; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 72.931,17; R$ 72.931,17; R$ 72.931,17
 5172; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 13.844,73; R$ 13.844,73; R$ 13.844,73
 5171; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 21.049,18; R$ 21.049,18; R$ 21.049,18
 5170; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 2.000,74; R$ 2.000,74; R$ 2.000,74
 5169; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 1.937,92; R$ 1.937,92; R$ 1.937,92
 5168; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 4.548,04; R$ 4.548,04; R$ 4.548,04
 5167; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 6.002,23; R$ 6.002,23; R$ 6.002,23
 5166; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 6.002,23; R$ 6.002,23; R$ 6.002,23
 5165; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 1.032,12; R$ 1.032,12; R$ 1.032,12
 5164; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 3.287,25; R$ 3.287,25; R$ 3.287,25
 5163; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 34.927,42; R$ 34.927,42; R$ 34.927,42
 5162; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 1.656,60; R$ 1.656,60; R$ 1.656,60
 5161; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 1.412,00; R$ 1.412,00; R$ 1.412,00
 5160; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 1.207,11; R$ 1.207,11; R$ 1.207,11
 5159; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 49.528,50; R$ 49.528,50; R$ 49.528,50
 5158; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 3.585,25; R$ 3.585,25; R$ 3.585,25
 5157; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 6.002,23; R$ 6.002,23; R$ 6.002,23
 5156; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 2.026,26; R$ 2.026,26; R$ 2.026,26
 5155; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 6.002,23; R$ 6.002,23; R$ 6.002,23
 5154; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 15.372,95; R$ 15.372,95; R$ 15.372,95
 5153; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 6.380,81; R$ 6.380,81; R$ 6.380,81
 5152; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 87.751,96; R$ 87.751,96; R$ 87.751,96
 5151; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 2.591,64; R$ 2.591,64; R$ 2.591,64
 5150; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 9.534,19; R$ 9.534,19; R$ 9.534,19
 5149; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 42.395,16; R$ 42.395,16; R$ 42.395,16
 5148; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 3.127,76; R$ 3.127,76; R$ 3.127,76
 5147; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 6.002,23; R$ 6.002,23; R$ 6.002,23
 5146; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 1.843,67; R$ 1.843,67; R$ 1.843,67
 5145; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 52.799,90; R$ 52.799,90; R$ 52.799,90
 5144; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 34.867,93; R$ 34.867,93; R$ 34.867,93
 5143; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 6.002,23; R$ 6.002,23; R$ 6.002,23
 5142; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 736.904,50; R$ 736.904,50; R$ 736.904,50
 5141; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 4.319,40; R$ 4.319,40; R$ 4.319,40
 5140; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 2.591,64; R$ 2.591,64; R$ 2.591,64
 5139; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 3.401,26; R$ 3.401,26; R$ 3.401,26
 5138; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 6.002,23; R$ 6.002,23; R$ 6.002,23
 5137; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 1.745,12; R$ 1.745,12; R$ 1.745,12
 5136; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 2.000,74; R$ 2.000,74; R$ 2.000,74
 5135; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 22.188,62; R$ 22.188,62; R$ 22.188,62
 5134; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 3.247,72; R$ 3.247,72; R$ 3.247,72
 5133; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 2.981,55; R$ 2.981,55; R$ 2.981,55
 5132; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 2.000,74; R$ 2.000,74; R$ 2.000,74
 5131; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 9.403,30; R$ 9.403,30; R$ 9.403,30
 5130; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 8.841,60; R$ 8.841,60; R$ 8.841,60
 5129; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 2.000,74; R$ 2.000,74; R$ 2.000,74
 5128; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 2.583,15; R$ 2.583,15; R$ 2.583,15
 5127; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 16.701,45; R$ 16.701,45; R$ 16.701,45
 5126; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 20.888,50; R$ 20.888,50; R$ 20.888,50
 5125; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 11.171,38; R$ 11.171,38; R$ 11.171,38
 5124; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 899.279,19; R$ 899.279,19; R$ 899.279,19
 5123; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 64.108,54; R$ 64.108,54; R$ 64.108,54
 5122; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 26.687,38; R$ 26.687,38; R$ 26.687,38
 5121; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 168.341,94; R$ 168.341,94; R$ 168.341,94
 5120; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 1.135,27; R$ 1.135,27; R$ 1.135,27
 5119; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 5.263,54; R$ 5.263,54; R$ 5.263,54
 5118; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 2.591,64; R$ 2.591,64; R$ 2.591,64
 5117; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 3.998,05; R$ 3.998,05; R$ 3.998,05
 5116; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 2.891,42; R$ 2.891,42; R$ 2.891,42
 5115; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 39.803,95; R$ 39.803,95; R$ 39.803,95
 5114; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 863,88; R$ 863,88; R$ 863,88
 5113; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 19.544,11; R$ 19.544,11; R$ 19.544,11
 5112; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 336,14; R$ 336,14; R$ 336,14
 5111; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 1.197,19; R$ 1.197,19; R$ 1.197,19
 5110; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 285.480,88; R$ 285.480,88; R$ 285.480,88
 5109; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 9.191,61; R$ 9.191,61; R$ 9.191,61
 5108; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 21.508,00; R$ 21.508,00; R$ 21.508,00
 5107; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 17.570,72; R$ 17.570,72; R$ 17.570,72
 5106; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 214.802,24; R$ 214.802,24; R$ 214.802,24
 5105; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 8.638,80; R$ 8.638,80; R$ 8.638,80
 5104; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 1.186,67; R$ 1.186,67; R$ 1.186,67
 5103; 2024; CREDOR; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 8.653,43; R$ 8.653,43; R$ 8.653,43
 5102; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 63.786,54; R$ 63.786,54; R$ 63.786,54
 5101; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 2.732,95; R$ 2.732,95; R$ 2.732,95
 5100; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 7.462,42; R$ 7.462,42; R$ 7.462,42
 5099; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 11.060,88; R$ 11.060,88; R$ 11.060,88
 5098; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 67.695,72; R$ 67.695,72; R$ 67.695,72
 5097; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 5.574,44; R$ 5.574,44; R$ 5.574,44
 5096; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 51.441,14; R$ 51.441,14; R$ 51.441,14
 5095; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 20.794,77; R$ 20.794,77; R$ 20.794,77
 5094; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 874.029,41; R$ 874.029,41; R$ 874.029,41
 5093; 2024; CREDOR; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 4.220,55; R$ 4.220,55; R$ 4.220,55
 5092; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 21.514,77; R$ 21.514,77; R$ 21.514,77
 5091; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 26.311,06; R$ 26.311,06; R$ 26.311,06
 5090; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 78.277,96; R$ 78.277,96; R$ 78.277,96
 5089; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 563.110,95; R$ 563.110,95; R$ 563.110,95
 5088; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 17.188,56; R$ 17.188,56; R$ 17.188,56
 5087; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 6.002,23; R$ 6.002,23; R$ 6.002,23
 5086; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 50.393,28; R$ 50.393,28; R$ 50.393,28
 5085; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 317,66; R$ 317,66; R$ 317,66
 5084; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 734.877,55; R$ 734.877,55; R$ 734.877,55
 5083; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 30.744,64; R$ 30.744,64; R$ 30.744,64
 5082; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 20.664,86; R$ 20.664,86; R$ 20.664,86
 5081; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 1.634,52; R$ 1.634,52; R$ 1.634,52
 5080; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 12.258,96; R$ 12.258,96; R$ 12.258,96
 5079; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 9.881,20; R$ 9.881,20; R$ 9.881,20
 5078; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 246.989,41; R$ 246.989,41; R$ 246.989,41
 5077; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 867.991,91; R$ 867.991,91; R$ 867.991,91
 5076; 2024; FOLHA; 28/05/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 5/2024; R$ 235.195,95; R$ 235.195,95; R$ 235.195,95
 5075; 2024; PROCESSO; 28/05/2024; AQUISIÇÃO DE CESTO P/ LIXO, PAPEL HIGIÊNICO E SABÃO, PARA ATENDER UNIDADES BÁSICAS, CONFORME SOLICITAÇÃO Nº69; R$ 2.048,00; R$ 2.048,00; R$ 2.048,00
 5074; 2024; PROCESSO; 28/05/2024; AQUISIÇÃO DE BANNER, PARA ATENDER A ADMINISTRAÇÃO, CONFORME SOLICITAÇÃO Nº 105.; R$ 236,00; R$ 236,00; R$ 236,00
 5073; 2024; PROCESSO; 28/05/2024; LOCAÇÃO DE TENDA, PARA ATENDER EVENTO COMEMORATIVO DO ANIVERSARIO DO CENTRO DE RECUPERAÇÃO DE CÃES E GATOS, NO DIA 15/06 A PARTIR DAS 13H, CONFORME SOLICITAÇÃO.; R$ 1.200,00; R$ 1.200,00; R$ 1.200,00
 5072; 2024; PROCESSO; 28/05/2024; AQUISIÇÃO DE CANETA, PARA ATENDER UNIDADES BÁSICAS, CONFORME SOLICITAÇÃO Nº76; R$ 2.790,00; R$ 2.790,00; R$ 2.790,00
 5071; 2024; PROCESSO; 28/05/2024; AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS, PARA ATENDER A ADMINISTRAÇÃO, DURANTE 1 MÊS, CONFORME SOLICITAÇÃO N° 98.; R$ 7.600,00; R$ 7.600,00; R$ 7.600,00
 5070; 2024; PROCESSO; 28/05/2024; AQUISIÇÃO DE ENVELOPAMENTO, PARA ATENDER AS NECESSIDADES DA SEMAGRI, CONFORME SOLICITAÇÃO Nº 71.; R$ 2.727,52; R$ 2.727,52; R$ 2.727,52
 5069; 2024; PROCESSO; 28/05/2024; AQUISIÇÃO DE CAFÉ E MANTEIGA, PARA ATENDER UNIDADES BÁSICAS, CONFORME SOLICITAÇÃO Nº91; R$ 8.189,80; R$ 8.189,80; R$ 8.189,80
 5068; 2024; PROCESSO; 28/05/2024; AQUISIÇÃO DE MEDICAMENTOS, PARA ATENDER O DEPARTAMENTO DE SAÚDE, CONFORME SOLICITAÇÃO.; R$ 60.643,50; R$ 60.154,84; R$ 60.154,84
 5067; 2024; PROCESSO; 28/05/2024; AQUISIÇÃO DE LANCHE E REFRIGERANTE, PARA ATENDER SERVIDORES QUE TRABALHARAM NO RODEIO DE CONGONHAS NOS DIAS 13/06 A 16/06, CONFORME SOLICITAÇÃO Nº107; R$ 3.644,80; R$ 3.644,80; R$ 3.644,80
 5066; 2024; CREDOR; 28/05/2024; PARTE DO CONVÊNIO 01/2024 - EXTRA COTA/MAIO.; R$ 60.937,53; R$ 60.937,53; R$ 60.937,53
 5064; 2024; PROCESSO; 28/05/2024; AQUISIÇÃO DE MARMITAS, PARA ATENDER FROTA, CONFORME OFICIO Nº036; R$ 15.200,00; R$ 15.200,00; R$ 15.200,00
 5063; 2024; PROCESSO; 28/05/2024; AQUISIÇÃO DE GASOLINA, PARA ATENDER SEMURB, CONFORME SOLICITAÇÃO.; R$ 150.000,00; R$ 71.844,17; R$ 71.844,17
 5062; 2024; PROCESSO; 28/05/2024; AQUISIÇÃO DE SESSÕES DE GRAVAÇÕES DAS LICITAÇÕES PÚBLICAS DO MUNICIPIO, CONFORME SOLICITAÇÃO.; R$ 1.650,00; R$ 1.650,00; R$ 1.650,00
 5061; 2024; CREDOR; 28/05/2024; AUDITORIA AIH - 631 ATENDIMENTOS - 05/2024.; R$ 18.930,00; R$ 18.930,00; R$ 18.930,00
 5060; 2024; PROCESSO; 28/05/2024; Contratação de manutenção preventiva e corretiva de eletrodomésticos, conforme Solicitação de Compra nº 046/2024 - Ação Social em anexo.; R$ 890,00; R$ 890,00; R$ 890,00
 5059; 2024; PROCESSO; 28/05/2024; AQUISIÇÃO DE BANNER, PARA ATENDER O RODEIO DE CONGONHAS, CONFORME SOLICITAÇÃO Nº 437.; R$ 354,00; R$ 0,00; R$ 0,00
 5058; 2024; PROCESSO; 28/05/2024; AQUISIÇÃO DE MATERIAIS ELÉTRICOS, PARA ATENDER O RODEIO DE CONGONHAS, CONFORME SOLICITAÇÃO Nº 439.; R$ 957,00; R$ 957,00; R$ 957,00
 5057; 2024; PROCESSO; 28/05/2024; AQUISIÇÃO DE BOLO, PARA ATENDER O CERCEG DIA 15/06/2024, CONFORME SOLICITAÇÃO Nº 90.; R$ 1.320,00; R$ 1.320,00; R$ 1.320,00
 5056; 2024; PROCESSO; 28/05/2024; AQUISIÇÃO DE DIESEL S10, PARA ATENDER SEMURB, CONFORME SOLICITAÇÃO; R$ 135.102,03; R$ 94.165,71; R$ 94.165,71
 5055; 2024; PROCESSO; 28/05/2024; AQUISIÇÃO DE GASOLINA, PARA ATENDER EDUCAÇÃO, CONFORME SOLICITAÇÃO; R$ 15.000,00; R$ 10.696,97; R$ 10.696,97
 5054; 2024; PROCESSO; 28/05/2024; Contratação de manutenção preventiva e corretiva de eletrodomésticos, conforme Solicitação de Compra nº 046/2024 - Ação Social em anexo.; R$ 1.860,00; R$ 1.860,00; R$ 1.860,00
 5053; 2024; DIVIDA; 28/05/2024; JUROS DA DÍVIDA FUNDADA - PARCELA 001 A 010 - INSS/E-SOCIAL.; R$ 40.000,00; R$ 30.775,19; R$ 30.775,19
 5052; 2024; DIVIDA; 28/05/2024; AMORTIZAÇÃO DA DÍVIDA FUNDADA - PARCELA 001 A 010 - INSS/E-SOCIAL.; R$ 850.000,00; R$ 712.598,00; R$ 712.598,00
 5051; 2024; DIVIDA; 28/05/2024; JUROS DA DÍVIDA FUNDADA - PARCELAS DA 55 A 66.; R$ 300.000,00; R$ 134.091,22; R$ 134.091,22
 5050; 2024; DIVIDA; 28/05/2024; AMORTIZAÇÃO DA DÍVIDA FUNDADA - PARCELAS DA 55 A 66.; R$ 700.000,00; R$ 356.522,99; R$ 356.522,99
 5049; 2024; CREDOR; 28/05/2024; SERVIÇOS BANCÁRIOS - TARIFAS; R$ 6.500,00; R$ 6.500,00; R$ 6.500,00
 5048; 2024; PROCESSO; 28/05/2024; Contratação de serviços de transporte escolar em percursos rurais e urbanos.; R$ 19.340,10; R$ 19.340,10; R$ 19.340,10
 5047; 2024; PROCESSO; 28/05/2024; Contratação de serviços de transporte escolar em percursos rurais e urbanos.; R$ 12.480,00; R$ 12.480,00; R$ 12.480,00
 5046; 2024; PROCESSO; 28/05/2024; Contratação de serviços de transporte escolar em percursos rurais e urbanos.; R$ 140.929,30; R$ 140.929,30; R$ 140.929,30
 5045; 2024; PROCESSO; 28/05/2024; AQUISIÇÃO DE MATERIAIS ELÉTRICOS, PARA ATENDER O RODEIO DE CONGONHAS, CONFORME SOLICITAÇÃO Nº 440.; R$ 1.998,00; R$ 1.998,00; R$ 1.998,00
 5044; 2024; DIARIA; 28/05/2024; REFERENTE A 1/2(MEIA) DIÁRIA A CIDADE DE LONDRINA - PR . TRANSPORTE DE PACIENTES. VEÍCULO  SANTANA(291) PLACA ALL-6G82.RD 1698/2024.; R$ 100,00; R$ 100,00; R$ 100,00
 5043; 2024; DIARIA; 28/05/2024; REFERENTE A 1/2(MEIA) DIÁRIA A CIDADE DE LONDRINA - PR . TRANSPORTE DE PACIENTES. VEÍCULO AMBULÂNCIA(304) PLACA BDS-7B93.RD 1697/2024.; R$ 75,00; R$ 75,00; R$ 75,00
